d,b,t,r_out,n_r,section_param_id,n,mxx,myy,vx,vy,mzz,utilization
142.0605273693364,98.17409317937411,11.285003817255788,10.351787022409543,4,2,-126799.36017138732,13905018.713002477,-7849624.5492357835,-5498.033405909664,253002.4918283593,-332835.3458292112,0.5092956414948688
142.0605273693364,98.17409317937411,11.285003817255788,10.351787022409543,4,2,-572599.2906666058,-1503733.4874845296,13135541.580211498,211193.39443788293,69952.48618179612,6654066.127610873,1.0910270791372665
142.0605273693364,98.17409317937411,11.285003817255788,10.351787022409543,4,2,70374.64831924252,-162015.09065869823,-4772776.998142172,-113308.743009155,-222692.05195312935,119697.32173229381,0.7934001995095183
142.0605273693364,98.17409317937411,11.285003817255788,10.351787022409543,4,2,-992999.9681506132,19651489.7765011,7216408.851786546,262682.2516067883,119636.01661800907,22283314.806934595,1.8510441588510698
142.0605273693364,98.17409317937411,11.285003817255788,10.351787022409543,4,2,485727.4218065785,18243196.214052986,-16217082.092702316,-125637.0629944122,-136929.19246734914,11416483.787640616,0.9035048594351123
142.0605273693364,98.17409317937411,11.285003817255788,10.351787022409543,4,2,592468.5752367,-2633396.5325492583,5559496.199281201,-223340.5327504099,-18423.93702810988,-6248592.1250952855,0.9835044393852755
142.0605273693364,98.17409317937411,11.285003817255788,10.351787022409543,4,2,409626.3475142729,-29789750.90644711,-16105693.153138863,-136383.129545268,-187211.76767447923,7339191.535884362,0.9472843040100289
142.0605273693364,98.17409317937411,11.285003817255788,10.351787022409543,4,2,-623745.6419042277,-29486419.455350094,-2155813.339089837,212766.96469469706,146740.9845741592,3138783.9137790166,1.076739329031641
142.0605273693364,98.17409317937411,11.285003817255788,10.351787022409543,4,2,465505.9316884582,-43250.838825814426,-8287673.775452513,187183.44998714933,-228567.04397762413,-19776162.839541364,1.56294271603677
142.0605273693364,98.17409317937411,11.285003817255788,10.351787022409543,4,2,-892306.4488363466,-3490860.3949069604,1170697.378781762,53147.553505150776,-68.2626352973748,-21861684.867139496,0.8591236146437394
142.0605273693364,98.17409317937411,11.285003817255788,10.351787022409543,4,2,-100936.9770442472,-9373389.68336109,21023402.06832234,66358.18240695709,274663.11174989433,7040773.864241999,0.9403292747835642
142.0605273693364,98.17409317937411,11.285003817255788,10.351787022409543,4,2,439597.8230608355,-17634719.731906347,-16056886.086872585,-27891.195088249253,110890.3458415799,-13981860.767493542,0.6133272744985201
142.0605273693364,98.17409317937411,11.285003817255788,10.351787022409543,4,2,-126372.77918661071,25218720.444085803,17504757.32322347,-214999.28639422476,181277.49982970668,-870068.8078893274,0.9984951621117842
142.0605273693364,98.17409317937411,11.285003817255788,10.351787022409543,4,2,-296653.10233299434,-6521844.665075753,-27021205.17394205,36934.67023185291,-171820.77229338794,218765.9823225066,0.5911183151974494
142.0605273693364,98.17409317937411,11.285003817255788,10.351787022409543,4,2,723535.7619459627,13852198.193841908,-2102084.265511971,-129776.17745216732,187246.60063032276,-6516737.960741887,0.842465692445934
142.0605273693364,98.17409317937411,11.285003817255788,10.351787022409543,4,2,77472.75946217636,10359583.799911488,9531915.759199873,179912.1451727139,-90214.45541506296,13584492.463172853,0.9900330958975723
142.0605273693364,98.17409317937411,11.285003817255788,10.351787022409543,4,2,403427.4757328839,10411474.991879579,-24697075.551403984,179770.84711865248,41059.863719641115,12198050.034831755,1.0750100865481327
142.0605273693364,98.17409317937411,11.285003817255788,10.351787022409543,4,2,558969.744272741,-27411809.167963214,-21163551.105144754,198546.66372871504,-273145.60538148583,8893337.20326265,1.251419837349214
142.0605273693364,98.17409317937411,11.285003817255788,10.351787022409543,4,2,440034.351003926,-822012.8280473165,-7373104.195109345,-259263.73411303168,88203.90526464023,-21623687.51374085,1.411566970751131
142.0605273693364,98.17409317937411,11.285003817255788,10.351787022409543,4,2,-123441.02306399238,-22927847.82918525,20344445.56577135,-190584.58013443986,64087.7447482876,1753364.630035147,0.93071156603939
142.0605273693364,98.17409317937411,11.285003817255788,10.351787022409543,4,2,-441425.91502814356,2642040.3746418506,3679019.564982094,182074.16382286482,166739.76347713207,77721.93586093187,0.957953125698817
142.0605273693364,98.17409317937411,11.285003817255788,10.351787022409543,4,2,-544902.6607756398,14825102.980834927,-498390.3220863752,-70616.35929015523,73639.71123719221,-1263031.505492229,0.5168918907927011
142.0605273693364,98.17409317937411,11.285003817255788,10.351787022409543,4,2,-34722.308694736916,-6005347.726243906,-838716.1110337228,-175269.03111043473,150043.63590451842,-17888013.742107287,1.1731661127872182
142.0605273693364,98.17409317937411,11.285003817255788,10.351787022409543,4,2,995773.421169301,-25495006.1040188,-3050811.8800769374,-157372.9130821337,-143904.83711896857,-19842770.16726225,1.5110331479176753
142.0605273693364,98.17409317937411,11.285003817255788,10.351787022409543,4,2,-712935.5256836151,-15671437.918869171,8778383.733021013,-208528.6438871907,-267457.9357288877,-19219518.49734707,1.7396013210188357
142.0605273693364,98.17409317937411,11.285003817255788,10.351787022409543,4,2,131531.9231735412,4524891.751768123,17217004.237618856,-187312.72584089314,274780.5232918946,-7867157.575716555,1.1874462475781618
